disease,drug
Restless Legs Syndrome,tramadol
Restless Legs Syndrome,carbidopa AND levodopa
Restless Legs Syndrome,pregabalin
Restless Legs Syndrome,clonidine
Restless Legs Syndrome,gabapentin enacarbil
Restless Legs Syndrome,rotigotine
Restless Legs Syndrome,lamotrigine
Restless Legs Syndrome,levodopa
Rheumatoid Arthritis,methotrexate
Rheumatoid Arthritis,prednisone
Rheumatoid Arthritis,meloxicam
Rheumatoid Arthritis,hydroxychloroquine
Rheumatoid Arthritis,sulfasalazine
Rheumatoid Arthritis,leflunomide
Rheumatoid Arthritis,diclofenac
Rheumatoid Arthritis,naproxen
Rheumatoid Arthritis,celecoxib
Rheumatoid Arthritis,acetaminophen AND hydrocodone
Rheumatoid Arthritis,ibuprofen
Rhinorrhea,ipratropium
Rhinorrhea,doxylamine
Rhinorrhea,acetaminophen AND chlorpheniramine
Rhinorrhea,triprolidine
Rhinorrhea,acetaminophen AND dextromethorphan AND doxylamine AND phenylephrine
Rhinorrhea,acetaminophen AND chlorpheniramine AND dextromethorphan AND phenylephrine
Rhinorrhea,brompheniramine AND codeine
Rhinorrhea,chlophedianol AND dexbrompheniramine
Rhinorrhea,dexbrompheniramine AND phenylephrine
Rhinorrhea,dextromethorphan AND pyrilamine
Tinea Corporis,betamethasone AND clotrimazole
Tinea Corporis,ketoconazole
Tinea Corporis,clotrimazole
Tinea Corporis,terbinafine
Tinea Corporis,miconazole
Tinea Corporis,fluconazole
Tinea Corporis,econazole
Tinea Corporis,ketoconazole
Tinea Corporis,griseofulvin
Tinea Corporis,tolnaftate
Tinea Corporis,terbinafine
Tinea Corporis,ciclopirox
Tinea Barbae,griseofulvin
Tinea Corporis,betamethasone AND clotrimazole
Tinea Corporis,ketoconazole
Tinea Corporis,clotrimazole
Tinea Corporis,terbinafine
Tinea Corporis,miconazole
Tinea Corporis,fluconazole
Tinea Corporis,econazole
Tinea Corporis,ketoconazole
Tinea Corporis,griseofulvin
Tinea Corporis,tolnaftate
Tinea Corporis,terbinafine
Tinea Corporis,ciclopirox
Tinea Pedis,clotrimazole
Tinea Pedis,ketoconazole
Tinea Pedis,terbinafine
Tinea Pedis,econazole
Tinea Pedis,terbinafine
Tinea Pedis,betamethasone AND clotrimazole
Tinea Pedis,tolnaftate
Tinea Pedis,ciclopirox
Tinea Pedis,miconazole
Tinea Pedis,griseofulvin
Tinea Cruris,betamethasone AND clotrimazole
Tinea Cruris,ketoconazole
Tinea Cruris,clotrimazole
Tinea Cruris,econazole
Tinea Cruris,fluconazole
Tinea Cruris,terbinafine
Tinea Cruris,miconazole
Tinea Cruris,terbinafine
Tinea Cruris,tolnaftate
Tinea Cruris,ciclopirox
Tinea Cruris,griseofulvin
Tinea Cruris,clioquinol
Tinea Capitis,terbinafine
Tinea Capitis,griseofulvin
Tinea Capitis,itraconazole
Restless Legs Syndrome,ropinirole
Restless Legs Syndrome,pramipexole
Restless Legs Syndrome,gabapentin
Restless Legs Syndrome,clonazepam
Restless Legs Syndrome,tramadol
Restless Legs Syndrome,carbidopa AND levodopa
Restless Legs Syndrome,pregabalin
Restless Legs Syndrome,clonidine
Restless Legs Syndrome,gabapentin enacarbil
Restless Legs Syndrome,rotigotine
Restless Legs Syndrome,lamotrigine
Restless Legs Syndrome,levodopa
Basal Cell Carcinoma,fluorouracil
Basal Cell Carcinoma,imiquimod
Basal Cell Carcinoma,vismodegib
Basal Cell Carcinoma,sonidegib
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Hyperbilirubinemia,phenobarbital
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Respiratory Syncytial Virus,ribavirin
Respiratory Syncytial Virus,palivizumab
Rhinorrhea,ipratropium
Rhinorrhea,doxylamine
Rhinorrhea,acetaminophen AND chlorpheniramine
Rhinorrhea,triprolidine
Rhinorrhea,acetaminophen AND dextromethorphan AND doxylamine AND phenylephrine
Rhinorrhea,acetaminophen AND chlorpheniramine AND dextromethorphan AND phenylephrine
Rhinorrhea,brompheniramine AND codeine
Rhinorrhea,chlophedianol AND dexbrompheniramine
Rhinorrhea,dexbrompheniramine AND phenylephrine
Rhinorrhea,dextromethorphan AND pyrilamine
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin AND glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
Coccidioidomycosis,fluconazole
Coccidioidomycosis,itraconazole
Coccidioidomycosis,ketoconazole
Coccidioidomycosis,amphotericin b
Coccidioidomycosis,amphotericin b lipid complex
Soft Tissue Sarcoma,pazopanib
Soft Tissue Sarcoma,doxorubicin
Soft Tissue Sarcoma,methotrexate
Soft Tissue Sarcoma,trabectedin
Soft Tissue Sarcoma,olaratumab
Small Bowel Bacterial Overgrowth,amoxicillin AND clavulanate
Lichen Simplex Chronicus,triamcinolone
Lichen Simplex Chronicus,doxepin
Lichen Simplex Chronicus,aloe polysaccharides AND iodoquinol
Streptococcal Infection,levofloxacin
Streptococcal Infection,penicillin v potassium
Streptococcal Infection,procaine penicillin
Streptococcal Infection,penicillin g benzathine AND procaine penicillin
Streptococcal Infection,penicillin g benzathine
Streptococcal Infection,penicillin g potassium
Streptococcal Infection,penicillin g sodium
Streptococcal Infection,levofloxacin
Streptococcal Infection,penicillin v potassium
Streptococcal Infection,procaine penicillin
Streptococcal Infection,penicillin g benzathine AND procaine penicillin
Streptococcal Infection,penicillin g benzathine
Streptococcal Infection,penicillin g potassium
Streptococcal Infection,penicillin g sodium
Squamous Cell Carcinoma,cetuximab
Squamous Cell Carcinoma,bleomycin
Squamous Cell Carcinoma,cemiplimab
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Small Cell Lung Cancer,etoposide
Small Cell Lung Cancer,topotecan
Small Cell Lung Cancer,methotrexate
Small Cell Lung Cancer,nivolumab
Small Cell Lung Cancer,cyclophosphamide
Small Cell Lung Cancer,atezolizumab
Small Cell Lung Cancer,pembrolizumab
Scleroderma,methotrexate
Scleroderma,prednisone
Scleroderma,cyclophosphamide
Systemic Sclerosis-Associated Interstitial Lung Disease,nintedanib
Venomous Scorpion Bite,antivenom 
Venomous Scorpion Bite,antivenom 
Alzheimer's Disease,donepezil
Alzheimer's Disease,memantine
Alzheimer's Disease,galantamine
Alzheimer's Disease,rivastigmine
Alzheimer's Disease,vitamin e
Alzheimer's Disease,donepezil AND memantine
Alzheimer's Disease,ergoloid mesylates
Alzheimer's Disease,etanercept
Myelofibrosis,ruxolitinib
Myelofibrosis,fedratinib
Seizures ,levetiracetam
Seizures ,phenobarbital
Seizures ,phenytoin
Seizures ,diazepam
Seizures ,oxcarbazepine
Seizures ,zonisamide
Seizures ,topiramate
Seizures ,valproic acid
Seizures ,primidone
Testicular Cancer,cisplatin
Testicular Cancer,etoposide
Testicular Cancer,bleomycin
Testicular Cancer,cyclophosphamide
Testicular Cancer,dactinomycin
Testicular Cancer,ifosfamide
Testicular Cancer,vinblastine
Alzheimer's Disease,donepezil
Alzheimer's Disease,memantine
Alzheimer's Disease,galantamine
Alzheimer's Disease,rivastigmine
Alzheimer's Disease,vitamin e
Alzheimer's Disease,donepezil AND memantine
Alzheimer's Disease,ergoloid mesylates
Alzheimer's Disease,etanercept
Plague,ciprofloxacin
Plague,levofloxacin
Plague,streptomycin
Plague,doxycycline
Plague,gentamicin
Plague,chloramphenicol
Plague,moxifloxacin
Plague,ofloxacin
Peritoneal Cancer,bevacizumab
Peritoneal Cancer,niraparib
Peritoneal Cancer,bevacizumab
Peritoneal Cancer,niraparib
Dravet Syndrome,cannabidiol
Dravet Syndrome,stiripentol
Erectile Dysfunction,sildenafil
Erectile Dysfunction,tadalafil
Erectile Dysfunction,vardenafil
Erectile Dysfunction,alprostadil
Erectile Dysfunction,avanafil
SSRI Induced Sexual Dysfunction,buspirone
SSRI Induced Sexual Dysfunction,sildenafil
SSRI Induced Sexual Dysfunction,bupropion
SSRI Induced Sexual Dysfunction,dextroamphetamine
SSRI Induced Sexual Dysfunction,cyproheptadine
SSRI Induced Sexual Dysfunction,amantadine
Small Fiber Neuropathy,gabapentin
Small Fiber Neuropathy,duloxetine
Small Fiber Neuropathy,pregabalin
Small Fiber Neuropathy,gabapentin
Small Fiber Neuropathy,duloxetine
Small Fiber Neuropathy,pregabalin
Anaphylaxis,epinephrine
Anaphylaxis,promethazine
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Small Bowel Bacterial Overgrowth,amoxicillin AND clavulanate
Sickle Cell Anemia,hydroxyurea
Sickle Cell Anemia,vitamin e
Sickle Cell Anemia,glutamine
Sickle Cell Anemia,crizanlizumab
Sickle Cell Anemia,hydroxyurea
Sickle Cell Anemia,vitamin e
Sickle Cell Anemia,glutamine
Sickle Cell Anemia,crizanlizumab
Laryngopharyngeal Reflux,omeprazole
Laryngopharyngeal Reflux,pantoprazole
Laryngopharyngeal Reflux,ranitidine
Laryngopharyngeal Reflux,lansoprazole
Laryngopharyngeal Reflux,famotidine
Laryngopharyngeal Reflux,aluminum hydroxide AND magnesium hydroxide AND simethicone
Laryngopharyngeal Reflux,cimetidine
Sinusitis,amoxicillin
Sinusitis,prednisone
Sinusitis,amoxicillin AND clavulanate
Sinusitis,cefdinir
Sinusitis,azithromycin
Sinusitis,levofloxacin
Sinusitis,cefuroxime
Sinusitis,clarithromycin
Sinusitis,ciprofloxacin
Sinusitis,clindamycin
Sinusitis,sulfamethoxazole AND trimethoprim
Sinusitis,moxifloxacin
Sinusitis,amoxicillin
Sinusitis,prednisone
Sinusitis,amoxicillin AND clavulanate
Sinusitis,cefdinir
Sinusitis,azithromycin
Sinusitis,levofloxacin
Sinusitis,cefuroxime
Sinusitis,clarithromycin
Sinusitis,ciprofloxacin
Sinusitis,clindamycin
Sinusitis,sulfamethoxazole AND trimethoprim
Sinusitis,moxifloxacin
Sinusitis,amoxicillin
Sinusitis,prednisone
Sinusitis,amoxicillin AND clavulanate
Sinusitis,cefdinir
Sinusitis,azithromycin
Sinusitis,levofloxacin
Sinusitis,cefuroxime
Sinusitis,clarithromycin
Sinusitis,ciprofloxacin
Sinusitis,clindamycin
Sinusitis,sulfamethoxazole AND trimethoprim
Sinusitis,moxifloxacin
Sinusitis,amoxicillin
Sinusitis,prednisone
Sinusitis,amoxicillin AND clavulanate
Sinusitis,cefdinir
Sinusitis,azithromycin
Sinusitis,levofloxacin
Sinusitis,cefuroxime
Sinusitis,clarithromycin
Sinusitis,ciprofloxacin
Sinusitis,clindamycin
Sinusitis,sulfamethoxazole AND trimethoprim
Sinusitis,moxifloxacin
Skin and Structure Infection,mupirocin
Skin and Structure Infection,amoxicillin AND clavulanate
Skin and Structure Infection,azithromycin
Skin and Structure Infection,gentamicin
Skin and Structure Infection,ciprofloxacin
Skin and Structure Infection,minocycline
Skin and Structure Infection,cefdinir
Skin and Structure Infection,cefuroxime
Skin and Structure Infection,clarithromycin
Skin and Structure Infection,linezolid
Skin and Structure Infection,cefadroxil
Skin and Structure Infection,meropenem
Skin and Structure Infection,ceftriaxone
Basal Cell Carcinoma,fluorouracil
Basal Cell Carcinoma,imiquimod
Basal Cell Carcinoma,vismodegib
Basal Cell Carcinoma,sonidegib
Melanoma,interferon alfa-2b
Melanoma,nivolumab
Melanoma,ipilimumab
Melanoma,pembrolizumab
Melanoma,dacarbazine
Melanoma,aldesleukin
Melanoma,temozolomide
Melanoma,peginterferon alfa-2b
Melanoma,talimogene laherparepvec
Squamous Cell Carcinoma,cetuximab
Squamous Cell Carcinoma,bleomycin
Squamous Cell Carcinoma,cemiplimab
Dermatological Disorders,betamethasone
Dermatological Disorders,betamethasone
Preoperative Skin Disinfection,chlorhexidine
Preoperative Skin Disinfection,chlorhexidine
Skin or Soft Tissue Infection,cephalexin
Skin or Soft Tissue Infection,clindamycin
Skin or Soft Tissue Infection,doxycycline
Skin or Soft Tissue Infection,amoxicillin
Skin or Soft Tissue Infection,ciprofloxacin
Skin or Soft Tissue Infection,amoxicillin AND clavulanate
Skin or Soft Tissue Infection,minocycline
Skin or Soft Tissue Infection,azithromycin
Skin or Soft Tissue Infection,metronidazole
Skin or Soft Tissue Infection,clarithromycin
Skin or Soft Tissue Infection,dicloxacillin
Skin or Soft Tissue Infection,levofloxacin
Skin or Soft Tissue Infection,erythromycin
Skin or Soft Tissue Infection,cefdinir
Bacterial Skin Infection,sulfamethoxazole AND trimethoprim
Bacterial Skin Infection,bacitracin
Bacterial Skin Infection,bacitracin AND neomycin AND polymyxin b
Bacterial Skin Infection,benzalkonium chloride AND lidocaine
Bacterial Skin Infection,bacitracin AND polymyxin b
Bacterial Skin Infection,hydrocortisone AND neomycin AND polymyxin b
Bacterial Skin Infection,bacitracin AND hydrocortisone AND neomycin AND polymyxin b
Bacterial Skin Infection,fluocinolone AND neomycin
Bacterial Skin Infection,bacitracin AND neomycin AND polymyxin b AND pramoxine
Bacterial Skin Infection,neomycin AND polymyxin b AND pramoxine
Skin or Soft Tissue Infection,cephalexin
Skin or Soft Tissue Infection,clindamycin
Skin or Soft Tissue Infection,doxycycline
Skin or Soft Tissue Infection,amoxicillin
Skin or Soft Tissue Infection,ciprofloxacin
Skin or Soft Tissue Infection,amoxicillin AND clavulanate
Skin or Soft Tissue Infection,minocycline
Skin or Soft Tissue Infection,azithromycin
Skin or Soft Tissue Infection,metronidazole
Skin or Soft Tissue Infection,clarithromycin
Skin or Soft Tissue Infection,dicloxacillin
Skin or Soft Tissue Infection,levofloxacin
Skin or Soft Tissue Infection,erythromycin
Skin or Soft Tissue Infection,cefdinir
Skin Rash,hydrocortisone
Skin Rash,prednisone
Skin Rash,diflorasone
Skin Rash,tetracaine
Excoriation Disorder,fluoxetine
Excoriation Disorder,paroxetine
Excoriation Disorder,citalopram
Systemic Lupus Erythematosus,hydroxychloroquine
Systemic Lupus Erythematosus,prednisone
Systemic Lupus Erythematosus,azathioprine
Systemic Lupus Erythematosus,aspirin
Systemic Lupus Erythematosus,mycophenolate mofetil
Systemic Lupus Erythematosus,triamcinolone
Systemic Lupus Erythematosus,belimumab
Systemic Lupus Erythematosus,dexamethasone
Night Terrors,clonazepam
Night Terrors,diazepam
Night Terrors,imipramine
Drowsiness ,caffeine
Drowsiness ,modafinil
Drowsiness ,dextroamphetamine
Drowsiness ,armodafinil
Insomnia,trazodone
Insomnia,zolpidem
Insomnia,temazepam
Insomnia,amitriptyline
Insomnia,lorazepam
Insomnia,clonazepam
Insomnia,mirtazapine
Insomnia,doxepin
Insomnia,quetiapine
Insomnia,eszopiclone
Insomnia,diphenhydramine
Insomnia,gabapentin
Insomnia,flurazepam
Back Pain,tramadol
Back Pain,ibuprofen
Back Pain,acetaminophen AND hydrocodone
Back Pain,naproxen
Back Pain,diclofenac
Back Pain,duloxetine
Back Pain,aspirin
Back Pain,nabumetone
Bradyarrhythmia,atropine
Bradyarrhythmia,atropine
Mucopolysaccharidosis Type VII,vestronidase alfa
Small Bowel Bacterial Overgrowth,amoxicillin AND clavulanate
Small Cell Lung Cancer,etoposide
Small Cell Lung Cancer,topotecan
Small Cell Lung Cancer,methotrexate
Small Cell Lung Cancer,nivolumab
Small Cell Lung Cancer,cyclophosphamide
Small Cell Lung Cancer,atezolizumab
Small Cell Lung Cancer,pembrolizumab
Small Fiber Neuropathy,gabapentin
Small Fiber Neuropathy,duloxetine
Small Fiber Neuropathy,pregabalin
Small Fiber Neuropathy,gabapentin
Small Fiber Neuropathy,duloxetine
Small Fiber Neuropathy,pregabalin
Small Bowel Bacterial Overgrowth,amoxicillin AND clavulanate
Dravet Syndrome,cannabidiol
Dravet Syndrome,stiripentol
Facial Wrinkles,tazarotene
Facial Wrinkles,onabotulinumtoxinA
Facial Wrinkles,abobotulinumtoxinA
Facial Wrinkles,azficel-t
Facial Wrinkles,incobotulinumtoxinA
Vasospasm,papaverine
Social Anxiety Disorder,sertraline
Social Anxiety Disorder,paroxetine
Social Anxiety Disorder,venlafaxine
Social Anxiety Disorder,fluvoxamine
Social Anxiety Disorder,risperidone
Social Anxiety Disorder,atomoxetine
Social Anxiety Disorder,sertraline
Social Anxiety Disorder,paroxetine
Social Anxiety Disorder,venlafaxine
Social Anxiety Disorder,fluvoxamine
Social Anxiety Disorder,risperidone
Social Anxiety Disorder,atomoxetine
Skin or Soft Tissue Infection,cephalexin
Skin or Soft Tissue Infection,clindamycin
Skin or Soft Tissue Infection,doxycycline
Skin or Soft Tissue Infection,amoxicillin
Skin or Soft Tissue Infection,ciprofloxacin
Skin or Soft Tissue Infection,amoxicillin AND clavulanate
Skin or Soft Tissue Infection,minocycline
Skin or Soft Tissue Infection,azithromycin
Skin or Soft Tissue Infection,metronidazole
Skin or Soft Tissue Infection,clarithromycin
Skin or Soft Tissue Infection,dicloxacillin
Skin or Soft Tissue Infection,levofloxacin
Skin or Soft Tissue Infection,erythromycin
Skin or Soft Tissue Infection,cefdinir
Soft Tissue Sarcoma,pazopanib
Soft Tissue Sarcoma,doxorubicin
Soft Tissue Sarcoma,methotrexate
Soft Tissue Sarcoma,trabectedin
Soft Tissue Sarcoma,olaratumab
Somatoform Pain Disorder,amitriptyline
Somatoform Pain Disorder,venlafaxine
Somatoform Pain Disorder,sertraline
Somatoform Pain Disorder,escitalopram
Somatoform Pain Disorder,fluoxetine
Somatoform Pain Disorder,imipramine
Somatoform Pain Disorder,duloxetine
Somatoform Pain Disorder,milnacipran
Somatoform Pain Disorder,citalopram
Somatoform Pain Disorder,paroxetine
Somatoform Pain Disorder,fluvoxamine
Somatoform Pain Disorder,desvenlafaxine
Drowsiness ,caffeine
Drowsiness ,modafinil
Drowsiness ,dextroamphetamine
Drowsiness ,armodafinil
Overactive Bladder,darifenacin
Overactive Bladder,onabotulinumtoxinA
Cervical Dystonia ,baclofen
Cervical Dystonia ,lorazepam
Cervical Dystonia ,onabotulinumtoxinA
Cervical Dystonia ,abobotulinumtoxinA
Cervical Dystonia ,rimabotulinumtoxinB
Cervical Dystonia ,incobotulinumtoxinA
Muscle Spasm ,cyclobenzaprine
Muscle Spasm ,tizanidine
Muscle Spasm ,baclofen
Muscle Spasm ,methocarbamol
Muscle Spasm ,diazepam
Muscle Spasm ,carisoprodol
Muscle Spasm ,metaxalone
Muscle Spasm ,chlorzoxazone
Muscle Spasm ,orphenadrine
Muscle Spasm ,aspirin AND caffeine AND orphenadrine
Muscle Spasm ,aspirin AND carisoprodol
Muscle Spasm ,aspirin AND carisoprodol AND codeine
Irritable Bowel Syndrome,dicyclomine
Irritable Bowel Syndrome,hyoscyamine
Irritable Bowel Syndrome,amitriptyline
Irritable Bowel Syndrome,chlordiazepoxide AND clidinium
Irritable Bowel Syndrome,atropine AND hyoscyamine AND phenobarbital AND scopolamine
Irritable Bowel Syndrome,cholestyramine
Irritable Bowel Syndrome,escitalopram
Irritable Bowel Syndrome,nortriptyline
Irritable Bowel Syndrome,psyllium
Irritable Bowel Syndrome,venlafaxine
Dissociative Identity Disorder,sertraline
Dissociative Identity Disorder,venlafaxine
Dissociative Identity Disorder,fluoxetine
Dissociative Identity Disorder,citalopram
Celiac Disease,infliximab
Squamous Cell Carcinoma,cetuximab
Squamous Cell Carcinoma,bleomycin
Squamous Cell Carcinoma,cemiplimab
Systemic Sclerosis-Associated Interstitial Lung Disease,nintedanib
SSRI Induced Sexual Dysfunction,buspirone
SSRI Induced Sexual Dysfunction,sildenafil
SSRI Induced Sexual Dysfunction,bupropion
SSRI Induced Sexual Dysfunction,dextroamphetamine
SSRI Induced Sexual Dysfunction,cyproheptadine
SSRI Induced Sexual Dysfunction,amantadine
Angina,aspirin
Angina,nitroglycerin
Angina,metoprolol
Angina,amlodipine
Angina,isosorbide mononitrate
Angina,isosorbide dinitrate
Angina,enoxaparin
Angina,ranolazine
Angina,atenolol
Angina,carvedilol
Angina,amlodipine AND atorvastatin
Skin or Soft Tissue Infection,cephalexin
Skin or Soft Tissue Infection,clindamycin
Skin or Soft Tissue Infection,doxycycline
Skin or Soft Tissue Infection,amoxicillin
Skin or Soft Tissue Infection,ciprofloxacin
Skin or Soft Tissue Infection,amoxicillin AND clavulanate
Skin or Soft Tissue Infection,minocycline
Skin or Soft Tissue Infection,azithromycin
Skin or Soft Tissue Infection,metronidazole
Skin or Soft Tissue Infection,clarithromycin
Skin or Soft Tissue Infection,dicloxacillin
Skin or Soft Tissue Infection,levofloxacin
Skin or Soft Tissue Infection,erythromycin
Skin or Soft Tissue Infection,cefdinir
Hyperekplexia,diazepam
Hyperekplexia,clonazepam
Hyperekplexia,divalproex sodium
Hyperekplexia,levetiracetam
Hyperekplexia,valproic acid
Nonalcoholic Fatty Liver Disease,ursodiol
Nonalcoholic Fatty Liver Disease,pioglitazone
Nonalcoholic Fatty Liver Disease,orlistat
Nonalcoholic Fatty Liver Disease,betaine
Nonalcoholic Fatty Liver Disease,rosiglitazone
Nonalcoholic Fatty Liver Disease,ursodiol
Nonalcoholic Fatty Liver Disease,pioglitazone
Nonalcoholic Fatty Liver Disease,orlistat
Nonalcoholic Fatty Liver Disease,betaine
Nonalcoholic Fatty Liver Disease,rosiglitazone
Polycystic Ovary Syndrome,metformin
Polycystic Ovary Syndrome,ethinyl estradiol AND levonorgestrel
Polycystic Ovary Syndrome,desogestrel AND ethinyl estradiol
Polycystic Ovary Syndrome,ethinyl estradiol AND norethindrone
Polycystic Ovary Syndrome,drospirenone AND ethinyl estradiol
Polycystic Ovary Syndrome,drospirenone AND ethinyl estradiol AND levomefolate calcium
Hyperekplexia,diazepam
Hyperekplexia,clonazepam
Hyperekplexia,divalproex sodium
Hyperekplexia,levetiracetam
Hyperekplexia,valproic acid
Still's Disease,anakinra
Still's Disease,tocilizumab
Still's Disease,etanercept
Stomach Cancer,fluorouracil
Stomach Cancer,capecitabine
Stomach Cancer,doxorubicin
Stomach Cancer,mitomycin
Stomach Cancer,ramucirumab
NauseaANDVomiting,ondansetron
NauseaANDVomiting,promethazine
NauseaANDVomiting,metoclopramide
NauseaANDVomiting,prochlorperazine
NauseaANDVomiting,meclizine
NauseaANDVomiting,lorazepam
NauseaANDVomiting,hydroxyzine
NauseaANDVomiting,diphenhydramine
NauseaANDVomiting,scopolamine
NauseaANDVomiting,dimenhydrinate
Urinary Tract Stones,tamsulosin
Urinary Tract Stones,allopurinol
Urinary Tract Stones,magnesium oxide
Urinary Tract Stones,citric acid AND potassium citrate
Urinary Tract Stones,citric acid AND sodium citrate
Nephrolithiasis,potassium citrate
Hemangioma,propranolol
Hemangioma,propranolol
Strep Throat ,amoxicillin AND clavulanate
Strep Throat ,cefdinir
Strep Throat ,clarithromycin
Strep Throat ,erythromycin
Strep Throat ,cefuroxime
Strep Throat ,gemifloxacin
Strep Throat ,amoxicillin AND clavulanate
Strep Throat ,cefdinir
Strep Throat ,clarithromycin
Strep Throat ,erythromycin
Strep Throat ,cefuroxime
Strep Throat ,gemifloxacin
Streptococcal Infection,levofloxacin
Streptococcal Infection,penicillin v potassium
Streptococcal Infection,procaine penicillin
Streptococcal Infection,penicillin g benzathine AND procaine penicillin
Streptococcal Infection,penicillin g benzathine
Streptococcal Infection,penicillin g potassium
Streptococcal Infection,penicillin g sodium
Strep Throat ,amoxicillin AND clavulanate
Strep Throat ,cefdinir
Strep Throat ,clarithromycin
Strep Throat ,erythromycin
Strep Throat ,cefuroxime
Strep Throat ,gemifloxacin
Anxiety and Stress,sertraline
Anxiety and Stress,citalopram
Anxiety and Stress,fluoxetine
Anxiety and Stress,amitriptyline
Anxiety and Stress,venlafaxine
Anxiety and Stress,paroxetine
Anxiety and Stress,prazosin
Anxiety and Stress,fluvoxamine
Ischemic Stroke,clopidogrel
Ischemic Stroke,aspirin
Ischemic Stroke,alteplase
Ischemic Stroke,nimodipine
Ischemic Stroke,clopidogrel
Ischemic Stroke,aspirin
Ischemic Stroke,alteplase
Ischemic Stroke,nimodipine
Hordeolum,bacitracin AND polymyxin b
Hordeolum,bacitracin AND neomycin AND polymyxin b
Submental Fullness,deoxycholic acid
Submental Fullness,deoxycholic acid
Warts,salicylic acid
Warts,fluorouracil
Warts,silver nitrate
Warts,cantharidin
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Laryngopharyngeal Reflux,omeprazole
Laryngopharyngeal Reflux,pantoprazole
Laryngopharyngeal Reflux,ranitidine
Laryngopharyngeal Reflux,lansoprazole
Laryngopharyngeal Reflux,famotidine
Laryngopharyngeal Reflux,aluminum hydroxide AND magnesium hydroxide AND simethicone
