disease,drug
Obsessive Compulsive Disorder,fluoxetine
Obsessive Compulsive Disorder,clomipramine
Obsessive Compulsive Disorder,clonazepam
Obsessive Compulsive Disorder,escitalopram
Obsessive Compulsive Disorder,citalopram
Obsessive Compulsive Disorder,paroxetine
Obsessive Compulsive Disorder,quetiapine
Obsessive Compulsive Disorder,tramadol
Obsessive Compulsive Disorder,venlafaxine
Obsessive Compulsive Disorder,mirtazapine
Obsessive Compulsive Disorder,ondansetron
Obsessive Compulsive Disorder,ziprasidone
Obsessive Compulsive Disorder,olanzapine
Obsessive Compulsive Disorder,aripiprazole
Obsessive Compulsive Disorder,sertraline
Obsessive Compulsive Disorder,fluvoxamine
Obsessive Compulsive Disorder,fluoxetine
Obsessive Compulsive Disorder,clomipramine
Obsessive Compulsive Disorder,clonazepam
Obsessive Compulsive Disorder,escitalopram
Obsessive Compulsive Disorder,citalopram
Obsessive Compulsive Disorder,paroxetine
Obsessive Compulsive Disorder,quetiapine
Obsessive Compulsive Disorder,tramadol
Obsessive Compulsive Disorder,venlafaxine
Obsessive Compulsive Disorder,mirtazapine
Obsessive Compulsive Disorder,ondansetron
Obsessive Compulsive Disorder,ziprasidone
Obsessive Compulsive Disorder,olanzapine
Obsessive Compulsive Disorder,aripiprazole
Herpetic Keratitis,trifluridine
Herpetic Keratitis,acyclovir
Onychomycosis,undecylenic acid
Oral Thrush,nystatin
Oral Thrush,fluconazole
Oral Thrush,clotrimazole
Oral Thrush,miconazole
Oral Thrush,gentian violet
Oral Thrush,ketoconazole
Oral Thrush,itraconazole
Oral Thrush,miconazole
Oral Thrush,amphotericin b
Oral Thrush,posaconazole
Oral Thrush,nystatin
Oral Thrush,fluconazole
Oral Thrush,clotrimazole
Oral Thrush,miconazole
Oral Thrush,gentian violet
Oral Thrush,ketoconazole
Oral Thrush,itraconazole
Oral Thrush,miconazole
Oral Thrush,amphotericin b
Oral Thrush,posaconazole
Oral Thrush,nystatin
Oral Thrush,fluconazole
Oral Thrush,clotrimazole
Oral Thrush,miconazole
Oral Thrush,gentian violet
Oral Thrush,ketoconazole
Oral Thrush,itraconazole
Oral Thrush,miconazole
Oral Thrush,amphotericin b
Oral Thrush,posaconazole
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin / glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin / glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
Aseptic Necrosis,ibuprofen
Aseptic Necrosis,alendronate
Aseptic Necrosis,diclofenac
Aseptic Necrosis,aspirin
Aseptic Necrosis,naproxen
Osteosarcoma,methotrexate
Osteosarcoma,doxorubicin
Osteosarcoma,cyclophosphamide
Osteosarcoma,dactinomycin
Otitis Externa,hydrocortisone / neomycin / polymyxin b
Otitis Externa,ciprofloxacin / dexamethasone
Otitis Externa,acetic acid
Otitis Externa,acetic acid / hydrocortisone
Otitis Externa,ceftazidime
Otitis Externa,acetic acid / aluminum acetate
Otitis Externa,colistin sulfate / hydrocortisone / neomycin / thonzonium bromide
Otitis Externa,hydrocortisone / neomycin / polymyxin b
Otitis Externa,ciprofloxacin / dexamethasone
Otitis Externa,acetic acid
Otitis Externa,acetic acid / hydrocortisone
Otitis Externa,ceftazidime
Otitis Externa,acetic acid / aluminum acetate
Otitis Externa,colistin sulfate / hydrocortisone / neomycin / thonzonium bromide
Otitis Media,amoxicillin
Otitis Media,cefdinir
Otitis Media,amoxicillin / clavulanate
Otitis Media,azithromycin
Otitis Media,cephalexin
Otitis Media,ofloxacin
Otitis Media,clarithromycin
Otitis Media,sulfamethoxazole / trimethoprim
Otitis Media,cefuroxime
Otitis Media,hydrocortisone / neomycin / polymyxin b
Otitis Media,levofloxacin
Otitis Media,ciprofloxacin / dexamethasone
Otitis Media,erythromycin
Otitis Media,amoxicillin
Otitis Media,cefdinir
Otitis Media,amoxicillin / clavulanate
Otitis Media,azithromycin
Otitis Media,cephalexin
Otitis Media,ofloxacin
Otitis Media,clarithromycin
Otitis Media,sulfamethoxazole / trimethoprim
Otitis Media,cefuroxime
Otitis Media,hydrocortisone / neomycin / polymyxin b
Otitis Media,levofloxacin
Otitis Media,ciprofloxacin / dexamethasone
Otitis Media,erythromycin
Overactive Bladder,darifenacin
Overactive Bladder,onabotulinumtoxinA
Atrial Fibrillation,digoxin
Atrial Fibrillation,metoprolol
Atrial Fibrillation,diltiazem
Atrial Fibrillation,flecainide
Atrial Fibrillation,sotalol
Atrial Fibrillation,carvedilol
Atrial Fibrillation,propafenone
Atrial Fibrillation,rivaroxaban
Atrial Fibrillation,dronedarone
Atrial Fibrillation,clonidine
Atrial Fibrillation,propranolol
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Back Pain,tramadol
Back Pain,ibuprofen
Back Pain,acetaminophen / hydrocodone
Back Pain,naproxen
Back Pain,diclofenac
Back Pain,duloxetine
Back Pain,aspirin
Back Pain,nabumetone
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Psoriasis,clobetasol
Psoriasis,methotrexate
Psoriasis,triamcinolone
Psoriasis,fluocinonide
Psoriasis,triamcinolone
Psoriasis,calcipotriene
Psoriasis,mometasone
Psoriasis,desonide
Psoriasis,prednisone
Psoriasis,acitretin
Psoriasis,cyclosporine
Psoriasis,hydrocortisone
Psoriasis,ustekinumab
Psoriasis,adalimumab
Psoriasis,betamethasone / calcipotriene
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Atrial Fibrillation,digoxin
Atrial Fibrillation,metoprolol
Atrial Fibrillation,diltiazem
Atrial Fibrillation,flecainide
Atrial Fibrillation,sotalol
Atrial Fibrillation,carvedilol
Atrial Fibrillation,propafenone
Atrial Fibrillation,rivaroxaban
Atrial Fibrillation,dronedarone
Atrial Fibrillation,clonidine
Atrial Fibrillation,propranolol
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Primary Biliary Cholangitis,ursodiol
Primary Biliary Cholangitis,colchicine
Primary Biliary Cholangitis,azathioprine
Primary Biliary Cholangitis,obeticholic acid
Postpartum Depression,sertraline
Postpartum Depression,citalopram
Postpartum Depression,fluoxetine
Postpartum Depression,venlafaxine
Postpartum Depression,paroxetine
Postpartum Depression,brexanolone
Lice,permethrin
Lice,lindane
Lice,piperonyl butoxide / pyrethrins
Lice,spinosad
Dental Abscess,amoxicillin
Dental Abscess,metronidazole
Dental Abscess,clarithromycin
Dental Abscess,erythromycin
Peritoneal Cancer,bevacizumab
Peritoneal Cancer,niraparib
Peritoneal Cancer,bevacizumab
Peritoneal Cancer,niraparib
Warts,salicylic acid
Warts,fluorouracil
Warts,silver nitrate
Warts,cantharidin
Persistent Depressive Disorder,bupropion
Persistent Depressive Disorder,sertraline
Persistent Depressive Disorder,duloxetine
Persistent Depressive Disorder,citalopram
Persistent Depressive Disorder,amitriptyline
Persistent Depressive Disorder,fluoxetine
Persistent Depressive Disorder,paroxetine
Persistent Depressive Disorder,fluvoxamine
Borderline Personality Disorder,quetiapine
Borderline Personality Disorder,lamotrigine
Borderline Personality Disorder,lithium
Borderline Personality Disorder,risperidone
Borderline Personality Disorder,fluoxetine
Borderline Personality Disorder,olanzapine
Borderline Personality Disorder,buspirone
Borderline Personality Disorder,clonazepam
Borderline Personality Disorder,sertraline
Borderline Personality Disorder,aripiprazole
Borderline Personality Disorder,topiramate
Borderline Personality Disorder,diazepam
Borderline Personality Disorder,lorazepam
Borderline Personality Disorder,escitalopram
Borderline Personality Disorder,divalproex sodium
Borderline Personality Disorder,alprazolam
Borderline Personality Disorder,clozapine
Borderline Personality Disorder,oxcarbazepine
Borderline Personality Disorder,citalopram
Borderline Personality Disorder,haloperidol
Borderline Personality Disorder,lurasidone
Borderline Personality Disorder,l-methylfolate
Borderline Personality Disorder,carbamazepine
Borderline Personality Disorder,asenapine
Borderline Personality Disorder,paliperidone
Dissociative Identity Disorder,sertraline
Dissociative Identity Disorder,venlafaxine
Dissociative Identity Disorder,fluoxetine
Dissociative Identity Disorder,citalopram
Dissociative Identity Disorder,sertraline
Dissociative Identity Disorder,venlafaxine
Dissociative Identity Disorder,fluoxetine
Dissociative Identity Disorder,citalopram
Strep Throat (Streptococcal Pharyngitis),amoxicillin / clavulanate
Strep Throat (Streptococcal Pharyngitis),cefdinir
Strep Throat (Streptococcal Pharyngitis),clarithromycin
Strep Throat (Streptococcal Pharyngitis),erythromycin
Strep Throat (Streptococcal Pharyngitis),cefuroxime
Strep Throat (Streptococcal Pharyngitis),gemifloxacin
Acne,doxycycline
Acne,spironolactone
Acne,minocycline
Acne,clindamycin
Acne,tretinoin
Acne,isotretinoin
Acne,benzoyl peroxide
Acne,adapalene
Acne,tetracycline
Acne,cephalexin
Acne,sulfamethoxazole / trimethoprim
Plantar Fibromatosis,clobetasol
Plantar Fibromatosis,triamcinolone
Plantar Fibromatosis,clobetasol
Plantar Fibromatosis,triamcinolone
Warts,salicylic acid
Warts,fluorouracil
Warts,silver nitrate
Warts,cantharidin
Atherosclerosis,rosuvastatin
Multiple Myeloma,dexamethasone
Multiple Myeloma,thalidomide
Multiple Myeloma,cyclophosphamide
Multiple Myeloma,lenalidomide
Multiple Myeloma,bortezomib
Multiple Myeloma,carfilzomib
Multiple Myeloma,pomalidomide
Multiple Myeloma,daratumumab
Multiple Myeloma,melphalan
Multiple Myeloma,dexamethasone
Multiple Myeloma,thalidomide
Multiple Myeloma,cyclophosphamide
Multiple Myeloma,lenalidomide
Multiple Myeloma,bortezomib
Multiple Myeloma,carfilzomib
Multiple Myeloma,pomalidomide
Multiple Myeloma,daratumumab
Multiple Myeloma,melphalan
Multiple Myeloma,dexamethasone
Multiple Myeloma,thalidomide
Multiple Myeloma,cyclophosphamide
Multiple Myeloma,lenalidomide
Multiple Myeloma,bortezomib
Multiple Myeloma,carfilzomib
Multiple Myeloma,pomalidomide
Multiple Myeloma,daratumumab
Multiple Myeloma,melphalan
Postpartum Depression,sertraline
Postpartum Depression,citalopram
Postpartum Depression,fluoxetine
Postpartum Depression,venlafaxine
Postpartum Depression,paroxetine
Postpartum Depression,brexanolone
Hyperhidrosis,oxybutynin
Hyperhidrosis,aluminum chloride hexahydrate
Hyperhidrosis,clonidine
Hyperhidrosis,terazosin
Hyperhidrosis,benztropine
Hyperhidrosis,gabapentin
Hyperhidrosis,amitriptyline
Hyperhidrosis,glycopyrronium
Hyperhidrosis,onabotulinumtoxinA
Hyperhidrosis,oxybutynin
Hyperhidrosis,aluminum chloride hexahydrate
Hyperhidrosis,clonidine
Hyperhidrosis,terazosin
Hyperhidrosis,benztropine
Hyperhidrosis,gabapentin
Hyperhidrosis,amitriptyline
Hyperhidrosis,glycopyrronium
Hyperhidrosis,onabotulinumtoxinA
Post Traumatic Stress Disorder,prazosin
Post Traumatic Stress Disorder,sertraline
Post Traumatic Stress Disorder,lamotrigine
Post Traumatic Stress Disorder,mirtazapine
Post Traumatic Stress Disorder,quetiapine
Post Traumatic Stress Disorder,amitriptyline
Post Traumatic Stress Disorder,paroxetine
Post Traumatic Stress Disorder,venlafaxine
Post Traumatic Stress Disorder,risperidone
Post Traumatic Stress Disorder,desvenlafaxine
Post Traumatic Stress Disorder,aripiprazole
Post Traumatic Stress Disorder,dronabinol
Post Traumatic Stress Disorder,asenapine
Post Traumatic Stress Disorder,fluvoxamine
Chronic Fatigue Syndrome,modafinil
Chronic Fatigue Syndrome,duloxetine
Chronic Fatigue Syndrome,lisdexamfetamine
Chronic Fatigue Syndrome,amantadine
Chronic Fatigue Syndrome,armodafinil
Emergency Contraception (Postcoital Contraception),levonorgestrel
Emergency Contraception (Postcoital Contraception),ethinyl estradiol / levonorgestrel
Emergency Contraception (Postcoital Contraception),ulipristal
Emergency Contraception (Postcoital Contraception),ethinyl estradiol / norgestrel
Postpartum Depression,sertraline
Postpartum Depression,citalopram
Postpartum Depression,fluoxetine
Postpartum Depression,venlafaxine
Postpartum Depression,paroxetine
Postpartum Depression,brexanolone
Postpartum Depression,sertraline
Postpartum Depression,citalopram
Postpartum Depression,fluoxetine
Postpartum Depression,venlafaxine
Postpartum Depression,paroxetine
Postpartum Depression,brexanolone
Dermal Ulcer,collagenase
Dermal Ulcer,becaplermin
Dermal Ulcer,cadexomer iodine
Dermal Ulcer,collagenase
Dermal Ulcer,becaplermin
Dermal Ulcer,cadexomer iodine
Primary Biliary Cholangitis,ursodiol
Primary Biliary Cholangitis,colchicine
Primary Biliary Cholangitis,azathioprine
Primary Biliary Cholangitis,obeticholic acid
Primary Biliary Cholangitis,ursodiol
Primary Biliary Cholangitis,colchicine
Primary Biliary Cholangitis,azathioprine
Primary Biliary Cholangitis,obeticholic acid
HIV Infection,lamivudine
HIV Infection,efavirenz / emtricitabine / tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine / tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
"Hypogonadism, Male",testosterone
"Hypogonadism, Male",chorionic gonadotropin (hcg)
"Hypogonadism, Male",follicle stimulating hormone
"Hypogonadism, Male",methyltestosterone
Myelofibrosis,ruxolitinib
Myelofibrosis,fedratinib
Peritoneal Cancer,bevacizumab
Peritoneal Cancer,niraparib
Angina,aspirin
Angina,nitroglycerin
Angina,metoprolol
Angina,amlodipine
Angina,isosorbide mononitrate
Angina,isosorbide dinitrate
Angina,enoxaparin
Angina,ranolazine
Angina,atenolol
Angina,carvedilol
Angina,amlodipine / atorvastatin
Scleroderma,methotrexate
Scleroderma,prednisone
Scleroderma,cyclophosphamide
Mitral Valve Prolapse,atenolol
Mitral Valve Prolapse,metoprolol
Mitral Valve Prolapse,propranolol
Mitral Valve Prolapse,bisoprolol
Mitral Valve Prolapse,nebivolol
Mitral Valve Prolapse,nadolol
Mitral Valve Prolapse,labetalol
Benign Prostatic Hyperplasia,tamsulosin
Benign Prostatic Hyperplasia,finasteride
Benign Prostatic Hyperplasia,doxazosin
Benign Prostatic Hyperplasia,terazosin
Benign Prostatic Hyperplasia,alfuzosin
Benign Prostatic Hyperplasia,tadalafil
Benign Prostatic Hyperplasia,dutasteride
Benign Prostatic Hyperplasia,prazosin
Benign Prostatic Hyperplasia,silodosin
Benign Prostatic Hyperplasia,dutasteride / tamsulosin
Prostatitis,ciprofloxacin
Prostatitis,doxycycline
Prostatitis,oxybutynin
Prostatitis,levofloxacin
Prostatitis,sulfamethoxazole / trimethoprim
Prostatitis,cephalexin
Prostatitis,moxifloxacin
Prostatitis,ofloxacin
Prosthetic Heart Valves - Thrombosis Prophylaxis,aspirin
Prosthetic Heart Valves - Thrombosis Prophylaxis,warfarin
Prosthetic Heart Valves - Thrombosis Prophylaxis,dipyridamole
Thrombotic/Thromboembolic Disorder,heparin
Thrombotic/Thromboembolic Disorder,argatroban
Thrombotic/Thromboembolic Disorder,alteplase
Thrombotic/Thromboembolic Disorder,urokinase
Pruritus,diphenhydramine
Pruritus,diphenhydramine
Peritoneal Cancer,bevacizumab
Peritoneal Cancer,niraparib
Tinea Barbae,griseofulvin
Pseudomembranous Colitis,metronidazole
Pseudomembranous Colitis,vancomycin
Pseudotumor Cerebri,acetazolamide
Psoriasis,clobetasol
Psoriasis,methotrexate
Psoriasis,triamcinolone
Psoriasis,fluocinonide
Psoriasis,triamcinolone
Psoriasis,calcipotriene
Psoriasis,mometasone
Psoriasis,desonide
Psoriasis,prednisone
Psoriasis,acitretin
Psoriasis,cyclosporine
Psoriasis,hydrocortisone
Psoriasis,ustekinumab
Psoriasis,adalimumab
Psoriasis,betamethasone / calcipotriene
Post Traumatic Stress Disorder,prazosin
Post Traumatic Stress Disorder,sertraline
Post Traumatic Stress Disorder,lamotrigine
Post Traumatic Stress Disorder,mirtazapine
Post Traumatic Stress Disorder,quetiapine
Post Traumatic Stress Disorder,amitriptyline
Post Traumatic Stress Disorder,paroxetine
Post Traumatic Stress Disorder,venlafaxine
Post Traumatic Stress Disorder,risperidone
Post Traumatic Stress Disorder,desvenlafaxine
Post Traumatic Stress Disorder,aripiprazole
Post Traumatic Stress Disorder,dronabinol
Post Traumatic Stress Disorder,asenapine
Post Traumatic Stress Disorder,fluvoxamine
Post Traumatic Stress Disorder,prazosin
Post Traumatic Stress Disorder,sertraline
Post Traumatic Stress Disorder,lamotrigine
Post Traumatic Stress Disorder,mirtazapine
Post Traumatic Stress Disorder,quetiapine
Post Traumatic Stress Disorder,amitriptyline
Post Traumatic Stress Disorder,paroxetine
Post Traumatic Stress Disorder,venlafaxine
Post Traumatic Stress Disorder,risperidone
Post Traumatic Stress Disorder,desvenlafaxine
Post Traumatic Stress Disorder,aripiprazole
Post Traumatic Stress Disorder,dronabinol
Post Traumatic Stress Disorder,asenapine
Post Traumatic Stress Disorder,fluvoxamine
Lice,permethrin
Lice,lindane
Lice,piperonyl butoxide / pyrethrins
Lice,spinosad
Prosthetic Heart Valves - Thrombosis Prophylaxis,aspirin
Prosthetic Heart Valves - Thrombosis Prophylaxis,warfarin
Prosthetic Heart Valves - Thrombosis Prophylaxis,dipyridamole
Psoriasis,clobetasol
Psoriasis,methotrexate
Psoriasis,triamcinolone
Psoriasis,fluocinonide
Psoriasis,triamcinolone
Psoriasis,calcipotriene
Psoriasis,mometasone
Psoriasis,desonide
Psoriasis,prednisone
Psoriasis,acitretin
Psoriasis,cyclosporine
Psoriasis,hydrocortisone
Psoriasis,ustekinumab
Psoriasis,adalimumab
Psoriasis,betamethasone / calcipotriene
GERD,omeprazole
GERD,pantoprazole
GERD,ranitidine
GERD,famotidine
GERD,lansoprazole
GERD,esomeprazole
GERD,rabeprazole
GERD,sucralfate
GERD,dexlansoprazole
GERD,omeprazole / sodium bicarbonate
Alkylating Agent Cystitis,sodium bicarbonate
Alkylating Agent Cystitis,citric acid / sodium citrate
Anthrax,ciprofloxacin
Anthrax,levofloxacin
Anthrax,doxycycline
Anthrax,moxifloxacin
Anthrax,penicillin g potassium
Anthrax,chloramphenicol
Anthrax,ofloxacin
Anthrax,anthrax immune globulin intravenous
Ramsay Hunt Syndrome,acyclovir
Ramsay Hunt Syndrome,prednisone
Ramsay Hunt Syndrome,valacyclovir
Glomerulonephritis,azathioprine
Glomerulonephritis,penicillin g benzathine
Colorectal Cancer,oxaliplatin
Colorectal Cancer,fluorouracil
Colorectal Cancer,leucovorin
Colorectal Cancer,capecitabine
Colorectal Cancer,irinotecan
Colorectal Cancer,bevacizumab
Colorectal Cancer,cetuximab
Colorectal Cancer,methotrexate
Colorectal Cancer,panitumumab
Colorectal Cancer,regorafenib
Erythromelalgia,gabapentin
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
GERD,omeprazole
GERD,pantoprazole
GERD,ranitidine
GERD,famotidine
GERD,lansoprazole
GERD,esomeprazole
GERD,rabeprazole
GERD,sucralfate
GERD,dexlansoprazole
GERD,omeprazole / sodium bicarbonate
Urinary Tract Stones,tamsulosin
Urinary Tract Stones,allopurinol
Urinary Tract Stones,magnesium oxide
Urinary Tract Stones,citric acid / potassium citrate
Urinary Tract Stones,citric acid / sodium citrate
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Urinary Tract Stones,tamsulosin
Urinary Tract Stones,allopurinol
Urinary Tract Stones,magnesium oxide
Urinary Tract Stones,citric acid / potassium citrate
Urinary Tract Stones,citric acid / sodium citrate
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Tinea Corporis,betamethasone / clotrimazole
Tinea Corporis,ketoconazole
Tinea Corporis,clotrimazole
Tinea Corporis,terbinafine
Tinea Corporis,miconazole
Tinea Corporis,fluconazole
Tinea Corporis,econazole
Tinea Corporis,ketoconazole
Tinea Corporis,griseofulvin
Tinea Corporis,tolnaftate
Tinea Corporis,terbinafine
Tinea Corporis,ciclopirox
Tinea Barbae,griseofulvin
Tinea Corporis,betamethasone / clotrimazole
Tinea Corporis,ketoconazole
Tinea Corporis,clotrimazole
Tinea Corporis,terbinafine
Tinea Corporis,miconazole
Tinea Corporis,fluconazole
Tinea Corporis,econazole
Tinea Corporis,ketoconazole
Tinea Corporis,griseofulvin
Tinea Corporis,tolnaftate
Tinea Corporis,terbinafine
Tinea Corporis,ciclopirox
Tinea Pedis,clotrimazole
Tinea Pedis,ketoconazole
Tinea Pedis,terbinafine
Tinea Pedis,econazole
Tinea Pedis,terbinafine
Tinea Pedis,betamethasone / clotrimazole
Tinea Pedis,tolnaftate
Tinea Pedis,ciclopirox
Tinea Pedis,miconazole
Tinea Pedis,griseofulvin
Tinea Cruris,betamethasone / clotrimazole
Tinea Cruris,ketoconazole
Tinea Cruris,clotrimazole
Tinea Cruris,econazole
Tinea Cruris,fluconazole
Tinea Cruris,terbinafine
Tinea Cruris,miconazole
Tinea Cruris,terbinafine
Tinea Cruris,tolnaftate
Tinea Cruris,ciclopirox
Tinea Cruris,griseofulvin
Tinea Cruris,clioquinol
Tinea Capitis,terbinafine
Tinea Capitis,griseofulvin
Tinea Capitis,itraconazole
Basal Cell Carcinoma,fluorouracil
Basal Cell Carcinoma,imiquimod
Basal Cell Carcinoma,vismodegib
Basal Cell Carcinoma,sonidegib
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Hyperbilirubinemia,phenobarbital
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin / glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
Coccidioidomycosis,fluconazole
Coccidioidomycosis,itraconazole
Coccidioidomycosis,ketoconazole
Coccidioidomycosis,amphotericin b
Coccidioidomycosis,amphotericin b lipid complex
Soft Tissue Sarcoma,pazopanib
Soft Tissue Sarcoma,doxorubicin
Soft Tissue Sarcoma,methotrexate
Soft Tissue Sarcoma,trabectedin
Soft Tissue Sarcoma,olaratumab
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Scleroderma,methotrexate
Scleroderma,prednisone
Scleroderma,cyclophosphamide
Myelofibrosis,ruxolitinib
Myelofibrosis,fedratinib
Seizures (Convulsions),levetiracetam
Seizures (Convulsions),phenobarbital
Seizures (Convulsions),phenytoin
Seizures (Convulsions),diazepam
Seizures (Convulsions),oxcarbazepine
Seizures (Convulsions),zonisamide
Seizures (Convulsions),topiramate
Seizures (Convulsions),valproic acid
Seizures (Convulsions),primidone
Testicular Cancer,cisplatin
Testicular Cancer,etoposide
Testicular Cancer,bleomycin
Testicular Cancer,cyclophosphamide
Testicular Cancer,dactinomycin
Testicular Cancer,ifosfamide
Testicular Cancer,vinblastine
Peritoneal Cancer,bevacizumab
