disease,drug
Tinea Corporis,econazole
Tinea Corporis,ketoconazole
Tinea Corporis,griseofulvin
Tinea Corporis,tolnaftate
Tinea Corporis,terbinafine
Tinea Corporis,ciclopirox
Tinea Pedis,clotrimazole
Tinea Pedis,ketoconazole
Tinea Pedis,terbinafine
Tinea Pedis,econazole
Tinea Pedis,terbinafine
Tinea Pedis,betamethasone AND clotrimazole
Tinea Pedis,tolnaftate
Tinea Pedis,ciclopirox
Tinea Pedis,miconazole
Tinea Pedis,griseofulvin
Tinea Cruris,betamethasone AND clotrimazole
Tinea Cruris,ketoconazole
Tinea Cruris,clotrimazole
Tinea Cruris,econazole
Tinea Cruris,fluconazole
Tinea Cruris,terbinafine
Tinea Cruris,miconazole
Tinea Cruris,terbinafine
Tinea Cruris,tolnaftate
Tinea Cruris,ciclopirox
Tinea Cruris,griseofulvin
Tinea Cruris,clioquinol
Tinea Capitis,terbinafine
Tinea Capitis,griseofulvin
Tinea Capitis,itraconazole
Restless Legs Syndrome,ropinirole
Restless Legs Syndrome,pramipexole
Restless Legs Syndrome,gabapentin
Restless Legs Syndrome,clonazepam
Restless Legs Syndrome,tramadol
Restless Legs Syndrome,carbidopa AND levodopa
Restless Legs Syndrome,pregabalin
Restless Legs Syndrome,clonidine
Restless Legs Syndrome,gabapentin enacarbil
Restless Legs Syndrome,rotigotine
Restless Legs Syndrome,lamotrigine
Restless Legs Syndrome,levodopa
Basal Cell Carcinoma,fluorouracil
Basal Cell Carcinoma,imiquimod
Basal Cell Carcinoma,vismodegib
Basal Cell Carcinoma,sonidegib
Rosacea,doxycycline
Rosacea,metronidazole
Rosacea,minocycline
Rosacea,azelaic acid
Rosacea,sulfacetamide sodium AND sulfur
Rosacea,isotretinoin
Rosacea,ivermectin
Rosacea,brimonidine
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Hyperbilirubinemia,phenobarbital
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Respiratory Syncytial Virus,ribavirin
Respiratory Syncytial Virus,palivizumab
Renal Tubular Acidosis,potassium citrate
Rubella,immune globulin intramuscular
Rubella Prophylaxis,measles virus vaccine AND mumps virus vaccine AND rubella virus vaccine
Rubella Prophylaxis,measles virus vaccine AND mumps virus vaccine AND rubella virus vaccine AND varicella virus vaccine
Rhinorrhea,ipratropium
Rhinorrhea,doxylamine
Rhinorrhea,acetaminophen AND chlorpheniramine
Rhinorrhea,triprolidine
Rhinorrhea,acetaminophen AND dextromethorphan AND doxylamine AND phenylephrine
Rhinorrhea,acetaminophen AND chlorpheniramine AND dextromethorphan AND phenylephrine
Rhinorrhea,brompheniramine AND codeine
Rhinorrhea,chlophedianol AND dexbrompheniramine
Rhinorrhea,dexbrompheniramine AND phenylephrine
Rhinorrhea,dextromethorphan AND pyrilamine
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin AND glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
Salivary Gland Cancer,trastuzumab
Salmonella Enteric Fever,ciprofloxacin
Salmonella Enteric Fever,ofloxacin
Salmonella Enteric Fever,ceftriaxone
Salmonella Gastroenteritis,ciprofloxacin
Salmonella Gastroenteritis,ceftriaxone
Salmonella Gastroenteritis,ofloxacin
Salmonella Gastroenteritis,cefotaxime
Coccidioidomycosis,fluconazole
Coccidioidomycosis,itraconazole
Coccidioidomycosis,ketoconazole
Coccidioidomycosis,amphotericin b
Coccidioidomycosis,amphotericin b lipid complex
SAPHO Syndrome,etanercept
SAPHO Syndrome,infliximab
Sarcoidosis,prednisone
Sarcoidosis,azathioprine
Sarcoidosis,corticotropin
Sarcoidosis,chloroquine
Sarcoidosis,dexamethasone
Sarcoidosis,infliximab
Sarcoidosis,triamcinolone
Sarcoidosis,colchicine
Sarcoidosis,adalimumab
Sarcoidosis,cortisone
Neurosarcoidosis,prednisone
Neurosarcoidosis,dexamethasone
Neurosarcoidosis,infliximab
Neurosarcoidosis,azathioprine
Soft Tissue Sarcoma,pazopanib
Soft Tissue Sarcoma,doxorubicin
Soft Tissue Sarcoma,methotrexate
Soft Tissue Sarcoma,trabectedin
Soft Tissue Sarcoma,olaratumab
Small Bowel Bacterial Overgrowth,amoxicillin AND clavulanate
Scabies,permethrin
Scabies,ivermectin
Scabies,crotamiton
Scabies,lindane
Lichen Simplex Chronicus,triamcinolone
Lichen Simplex Chronicus,doxepin
Lichen Simplex Chronicus,aloe polysaccharides AND iodoquinol
Streptococcal Infection,levofloxacin
Streptococcal Infection,penicillin v potassium
Streptococcal Infection,procaine penicillin
Streptococcal Infection,penicillin g benzathine AND procaine penicillin
Streptococcal Infection,penicillin g benzathine
Streptococcal Infection,penicillin g potassium
Streptococcal Infection,penicillin g sodium
Streptococcal Infection,levofloxacin
Streptococcal Infection,penicillin v potassium
Streptococcal Infection,procaine penicillin
Streptococcal Infection,penicillin g benzathine AND procaine penicillin
Streptococcal Infection,penicillin g benzathine
Streptococcal Infection,penicillin g potassium
Streptococcal Infection,penicillin g sodium
Squamous Cell Carcinoma,cetuximab
Squamous Cell Carcinoma,bleomycin
Squamous Cell Carcinoma,cemiplimab
Schilling Test,cyanocobalamin
Schilling Test,hydroxocobalamin
Schistosoma haematobium,praziquantel
Schistosoma japonicum,praziquantel
Schistosoma mansoni,praziquantel
Schistosoma mekongi,praziquantel
Schizoaffective Disorder,quetiapine
Schizoaffective Disorder,lithium
Schizoaffective Disorder,risperidone
Schizoaffective Disorder,lamotrigine
Schizoaffective Disorder,olanzapine
Schizoaffective Disorder,aripiprazole
Schizoaffective Disorder,carbamazepine
Schizoaffective Disorder,ziprasidone
Schizoaffective Disorder,fluoxetine
Schizoaffective Disorder,paliperidone
Schizoaffective Disorder,lurasidone
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Schnitzler Syndrome,anakinra
Sciatica,cyclobenzaprine
Sciatica,naproxen
Sciatica,diclofenac
Sciatica,ibuprofen
Sciatica,acetaminophen
Sciatica,diclofenac AND misoprostol
Sciatica,aspirin
Small Cell Lung Cancer,etoposide
Small Cell Lung Cancer,topotecan
Small Cell Lung Cancer,methotrexate
Small Cell Lung Cancer,nivolumab
Small Cell Lung Cancer,cyclophosphamide
Small Cell Lung Cancer,atezolizumab
Small Cell Lung Cancer,pembrolizumab
Scleroderma,methotrexate
Scleroderma,prednisone
Scleroderma,cyclophosphamide
Systemic Sclerosis-Associated Interstitial Lung Disease,nintedanib
Venomous Scorpion Bite,antivenom 
Venomous Scorpion Bite,antivenom 
Scrapes,vitamin a & d
Scrapes,benzethonium chloride
Scurvy,ascorbic acid
Alzheimer's Disease,donepezil
Alzheimer's Disease,memantine
Alzheimer's Disease,galantamine
Alzheimer's Disease,rivastigmine
Alzheimer's Disease,vitamin e
Alzheimer's Disease,donepezil AND memantine
Alzheimer's Disease,ergoloid mesylates
Alzheimer's Disease,etanercept
Motion Sickness,meclizine
Motion Sickness,promethazine
Motion Sickness,scopolamine
Motion Sickness,dimenhydrinate
Motion Sickness,diphenhydramine
Seasonal Affective Disorder,bupropion
Seasonal Allergic Conjunctivitis,olopatadine
Seasonal Allergic Conjunctivitis,ketorolac
Seasonal Allergic Conjunctivitis,loteprednol
Seborrheic Dermatitis,ketoconazole
Seborrheic Dermatitis,clobetasol
Seborrheic Dermatitis,ciclopirox
Seborrheic Dermatitis,hydrocortisone
Seborrheic Dermatitis,selenium sulfide
Seborrheic Dermatitis,prednisone
Seborrheic Dermatitis,fluocinolone
Seborrheic Dermatitis,pyrithione zinc
Seborrheic Dermatitis,sulfacetamide sodium
Seborrheic Dermatitis,dexamethasone
Seborrheic Dermatitis,sulfacetamide sodium AND sulfur
Seborrheic Dermatitis,coal tar
Seborrheic Keratosis,hydrogen peroxide
Secondary Cutaneous Bacterial Infections,mupirocin
Secondary Cutaneous Bacterial Infections,sulfacetamide sodium
Secondary Hyperparathyroidism,calcitriol
Secondary Hyperparathyroidism,paricalcitol
Secondary Hyperparathyroidism,cinacalcet
Secondary Hyperparathyroidism,doxercalciferol
Myelofibrosis,ruxolitinib
Myelofibrosis,fedratinib
Sedation,trazodone
Sedation,hydroxyzine
Sedation,lorazepam
Sedation,promethazine
Sedation,fentanyl
Sedation,dexmedetomidine
Sedation,phenobarbital
Sedation,secobarbital
Subependymal Giant Cell Astrocytoma,everolimus
Seizure Prevention ,lamotrigine
Seizure Prevention ,clonazepam
Seizure Prevention ,topiramate
Seizure Prevention ,diazepam
Seizure Prevention ,valproic acid
Seizure Prevention ,magnesium sulfate
Seizure Prevention ,clorazepate
Seizure Prevention ,acetazolamide
Seizure Prevention ,lamotrigine
Seizure Prevention ,clonazepam
Seizure Prevention ,topiramate
Seizure Prevention ,diazepam
Seizure Prevention ,valproic acid
Seizure Prevention ,magnesium sulfate
Seizure Prevention ,clorazepate
Seizure Prevention ,acetazolamide
Seizure Prophylaxis During or Following Neurosurgery,phenytoin
Seizures ,levetiracetam
Seizures ,phenobarbital
Seizures ,phenytoin
Seizures ,diazepam
Seizures ,oxcarbazepine
Seizures ,zonisamide
Seizures ,topiramate
Seizures ,valproic acid
Seizures ,primidone
Testicular Cancer,cisplatin
Testicular Cancer,etoposide
Testicular Cancer,bleomycin
Testicular Cancer,cyclophosphamide
Testicular Cancer,dactinomycin
Testicular Cancer,ifosfamide
Testicular Cancer,vinblastine
Alzheimer's Disease,donepezil
Alzheimer's Disease,memantine
Alzheimer's Disease,galantamine
Alzheimer's Disease,rivastigmine
Alzheimer's Disease,vitamin e
Alzheimer's Disease,donepezil AND memantine
Alzheimer's Disease,ergoloid mesylates
Alzheimer's Disease,etanercept
Sepsis,vancomycin
Sepsis,ceftriaxone
Sepsis,cefuroxime
Sepsis,ceftazidime
Sepsis,cefotaxime
Sepsis,tobramycin
Sepsis,filgrastim
Septicemia,cilastatin AND imipenem
Septicemia,ceftazidime
Septicemia,cefotaxime
Septicemia,ceftriaxone
Septicemia,piperacillin
Septicemia,oxacillin
Septicemia,cefazolin
Septicemia,ampicillin
Septicemia,cefoxitin
Septicemia,penicillin g potassium
Septicemia,penicillin g sodium
Plague,ciprofloxacin
Plague,levofloxacin
Plague,streptomycin
Plague,doxycycline
Plague,gentamicin
Plague,chloramphenicol
Plague,moxifloxacin
Plague,ofloxacin
Serosal Cavity Neoplastic Disease,thiotepa
Peritoneal Cancer,bevacizumab
Peritoneal Cancer,niraparib
Peritoneal Cancer,bevacizumab
Peritoneal Cancer,niraparib
Serum Sickness,corticotropin
Severe Mood Dysregulation,risperidone
Severe Mood Dysregulation,citalopram
Severe Mood Dysregulation,methylphenidate
Dravet Syndrome,cannabidiol
Dravet Syndrome,stiripentol
Erectile Dysfunction,sildenafil
Erectile Dysfunction,tadalafil
Erectile Dysfunction,vardenafil
Erectile Dysfunction,alprostadil
Erectile Dysfunction,avanafil
SSRI Induced Sexual Dysfunction,buspirone
SSRI Induced Sexual Dysfunction,sildenafil
SSRI Induced Sexual Dysfunction,bupropion
SSRI Induced Sexual Dysfunction,dextroamphetamine
SSRI Induced Sexual Dysfunction,cyproheptadine
SSRI Induced Sexual Dysfunction,amantadine
Small Fiber Neuropathy,gabapentin
Small Fiber Neuropathy,duloxetine
Small Fiber Neuropathy,pregabalin
Small Fiber Neuropathy,gabapentin
Small Fiber Neuropathy,duloxetine
Small Fiber Neuropathy,pregabalin
Shift Work Sleep Disorder,modafinil
Shift Work Sleep Disorder,armodafinil
Shigellosis,ciprofloxacin
Shigellosis,sulfamethoxazole AND trimethoprim
Shigellosis,ceftriaxone
Shigellosis,ampicillin
Shigellosis,ofloxacin
Herpes Zoster,acyclovir
Herpes Zoster,valacyclovir
Herpes Zoster,famciclovir
Herpes Zoster,prednisone
Prophylaxis Herpes Zoster,zoster vaccine live
Prophylaxis Herpes Zoster,"zoster vaccine, inactivated"
Shock,dopamine
Shock,norepinephrine
Shock,epinephrine
Shock,hydrocortisone
Shock,dobutamine
Shock,methylprednisolone
Shock,dexamethasone
Shock,albumin human
Shock,phenylephrine
Anaphylaxis,epinephrine
Anaphylaxis,promethazine
Short Bowel Syndrome,glutamine
Short Bowel Syndrome,teduglutide
Short Bowel Syndrome,somatropin
Short Stature for Age,somatropin
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Shunt Infection,vancomycin
Shunt Infection,tobramycin
SIADH,demeclocycline
SIADH,conivaptan
Sialorrhea,incobotulinumtoxinA
Sialorrhea,rimabotulinumtoxinB
Small Bowel Bacterial Overgrowth,amoxicillin AND clavulanate
Sickle Cell Anemia,hydroxyurea
Sickle Cell Anemia,vitamin e
Sickle Cell Anemia,glutamine
Sickle Cell Anemia,crizanlizumab
Sickle Cell Anemia,hydroxyurea
Sickle Cell Anemia,vitamin e
Sickle Cell Anemia,glutamine
Sickle Cell Anemia,crizanlizumab
Laryngopharyngeal Reflux,omeprazole
Laryngopharyngeal Reflux,pantoprazole
Laryngopharyngeal Reflux,ranitidine
Laryngopharyngeal Reflux,lansoprazole
Laryngopharyngeal Reflux,famotidine
Laryngopharyngeal Reflux,aluminum hydroxide AND magnesium hydroxide AND simethicone
Laryngopharyngeal Reflux,cimetidine
Sinusitis,amoxicillin
Sinusitis,prednisone
Sinusitis,amoxicillin AND clavulanate
Sinusitis,cefdinir
Sinusitis,azithromycin
Sinusitis,levofloxacin
Sinusitis,cefuroxime
Sinusitis,clarithromycin
Sinusitis,ciprofloxacin
Sinusitis,clindamycin
Sinusitis,sulfamethoxazole AND trimethoprim
Sinusitis,moxifloxacin
Sinus Symptoms,mometasone
Sinus Symptoms,guaifenesin AND phenylephrine
Sinus Symptoms,ibuprofen AND pseudoephedrine
Sinus Symptoms,acetaminophen AND chlorpheniramine AND phenylephrine
Sinus Symptoms,acetaminophen AND phenylephrine
Sinus Symptoms,acetaminophen AND pseudoephedrine
Sinus Symptoms,dexbrompheniramine AND pseudoephedrine
Sinus Symptoms,naproxen AND pseudoephedrine
Sinus Symptoms,acetaminophen AND dextromethorphan AND phenylephrine
Sinusitis,amoxicillin
Sinusitis,prednisone
Sinusitis,amoxicillin AND clavulanate
Sinusitis,cefdinir
Sinusitis,azithromycin
Sinusitis,levofloxacin
Sinusitis,cefuroxime
Sinusitis,clarithromycin
Sinusitis,ciprofloxacin
Sinusitis,clindamycin
Sinusitis,sulfamethoxazole AND trimethoprim
Sinusitis,moxifloxacin
Sinusitis,amoxicillin
Sinusitis,prednisone
Sinusitis,amoxicillin AND clavulanate
Sinusitis,cefdinir
Sinusitis,azithromycin
Sinusitis,levofloxacin
Sinusitis,cefuroxime
Sinusitis,clarithromycin
Sinusitis,ciprofloxacin
Sinusitis,clindamycin
Sinusitis,sulfamethoxazole AND trimethoprim
Sinusitis,moxifloxacin
Sinusitis,amoxicillin
Sinusitis,prednisone
Sinusitis,amoxicillin AND clavulanate
Sinusitis,cefdinir
Sinusitis,azithromycin
Sinusitis,levofloxacin
Sinusitis,cefuroxime
Sinusitis,clarithromycin
Sinusitis,ciprofloxacin
Sinusitis,clindamycin
Sinusitis,sulfamethoxazole AND trimethoprim
Sinusitis,moxifloxacin
Sitosterolemia,ezetimibe
Sjogren's Syndrome,hydroxychloroquine
Sjogren's Syndrome,cevimeline
Sjogren's Syndrome,infliximab
Skin and Structure Infection,mupirocin
Skin and Structure Infection,amoxicillin AND clavulanate
Skin and Structure Infection,azithromycin
Skin and Structure Infection,gentamicin
Skin and Structure Infection,ciprofloxacin
Skin and Structure Infection,minocycline
Skin and Structure Infection,cefdinir
Skin and Structure Infection,cefuroxime
Skin and Structure Infection,clarithromycin
Skin and Structure Infection,linezolid
Skin and Structure Infection,cefadroxil
Skin and Structure Infection,meropenem
Skin and Structure Infection,ceftriaxone
Skin Cancer,fluorouracil
Basal Cell Carcinoma,fluorouracil
Basal Cell Carcinoma,imiquimod
Basal Cell Carcinoma,vismodegib
Basal Cell Carcinoma,sonidegib
Melanoma,interferon alfa-2b
Melanoma,nivolumab
Melanoma,ipilimumab
Melanoma,pembrolizumab
Melanoma,dacarbazine
Melanoma,aldesleukin
Melanoma,temozolomide
Melanoma,peginterferon alfa-2b
Melanoma,talimogene laherparepvec
Squamous Cell Carcinoma,cetuximab
Squamous Cell Carcinoma,bleomycin
Squamous Cell Carcinoma,cemiplimab
Dermatological Disorders,betamethasone
Dermatological Disorders,betamethasone
Dermatological Disorders,triamcinolone
Dermatological Disorders,clobetasol
Dermatological Disorders,hydroquinone
Dermatological Disorders,urea
Dermatological Disorders,salicylic acid
Dermatological Disorders,hydrocortisone AND pramoxine
Dermatological Disorders,silver
Preoperative Skin Disinfection,chlorhexidine
Preoperative Skin Disinfection,chlorhexidine
Skin or Soft Tissue Infection,cephalexin
Skin or Soft Tissue Infection,clindamycin
Skin or Soft Tissue Infection,doxycycline
Skin or Soft Tissue Infection,amoxicillin
Skin or Soft Tissue Infection,ciprofloxacin
Skin or Soft Tissue Infection,amoxicillin AND clavulanate
Skin or Soft Tissue Infection,minocycline
Skin or Soft Tissue Infection,azithromycin
Skin or Soft Tissue Infection,metronidazole
Skin or Soft Tissue Infection,clarithromycin
Skin or Soft Tissue Infection,dicloxacillin
Skin or Soft Tissue Infection,levofloxacin
Skin or Soft Tissue Infection,erythromycin
Skin or Soft Tissue Infection,cefdinir
Bacterial Skin Infection,sulfamethoxazole AND trimethoprim
Bacterial Skin Infection,bacitracin
Bacterial Skin Infection,bacitracin AND neomycin AND polymyxin b
Bacterial Skin Infection,benzalkonium chloride AND lidocaine
Bacterial Skin Infection,bacitracin AND polymyxin b
Bacterial Skin Infection,hydrocortisone AND neomycin AND polymyxin b
Bacterial Skin Infection,bacitracin AND hydrocortisone AND neomycin AND polymyxin b
Bacterial Skin Infection,fluocinolone AND neomycin
Bacterial Skin Infection,bacitracin AND neomycin AND polymyxin b AND pramoxine
Bacterial Skin Infection,neomycin AND polymyxin b AND pramoxine
Minor Skin Irritation,vitamin a & d
Minor Skin Irritation,pramoxine AND zinc acetate
Minor Skin Irritation,camphor AND menthol
Skin or Soft Tissue Infection,cephalexin
Skin or Soft Tissue Infection,clindamycin
Skin or Soft Tissue Infection,doxycycline
Skin or Soft Tissue Infection,amoxicillin
Skin or Soft Tissue Infection,ciprofloxacin
Skin or Soft Tissue Infection,amoxicillin AND clavulanate
Skin or Soft Tissue Infection,minocycline
Skin or Soft Tissue Infection,azithromycin
Skin or Soft Tissue Infection,metronidazole
Skin or Soft Tissue Infection,clarithromycin
Skin or Soft Tissue Infection,dicloxacillin
Skin or Soft Tissue Infection,levofloxacin
Skin or Soft Tissue Infection,erythromycin
Skin or Soft Tissue Infection,cefdinir
Skin Pigmentation Disorder,tazarotene
Skin Pigmentation Disorder,tazarotene
Skin Rash,hydrocortisone
Skin Rash,prednisone
Skin Rash,diflorasone
Skin Rash,tetracaine
Excoriation Disorder,fluoxetine
Excoriation Disorder,paroxetine
Excoriation Disorder,citalopram
Systemic Lupus Erythematosus,hydroxychloroquine
Systemic Lupus Erythematosus,prednisone
Systemic Lupus Erythematosus,azathioprine
Systemic Lupus Erythematosus,aspirin
Systemic Lupus Erythematosus,mycophenolate mofetil
Systemic Lupus Erythematosus,triamcinolone
Systemic Lupus Erythematosus,belimumab
Systemic Lupus Erythematosus,dexamethasone
Sleep Paralysis,clonazepam
Sleep Paralysis,clomipramine
Sleep Paralysis,methylphenidate
Night Terrors,clonazepam
Night Terrors,diazepam
Night Terrors,imipramine
Drowsiness ,caffeine
Drowsiness ,modafinil
Drowsiness ,dextroamphetamine
Drowsiness ,armodafinil
Insomnia,trazodone
Insomnia,zolpidem
Insomnia,temazepam
Insomnia,amitriptyline
Insomnia,lorazepam
Insomnia,clonazepam
Insomnia,mirtazapine
Insomnia,doxepin
Insomnia,quetiapine
Insomnia,eszopiclone
Insomnia,diphenhydramine
Insomnia,gabapentin
Insomnia,flurazepam
Back Pain,tramadol
Back Pain,ibuprofen
Back Pain,acetaminophen AND hydrocodone
Back Pain,naproxen
Back Pain,diclofenac
Back Pain,duloxetine
Back Pain,aspirin
Back Pain,nabumetone
Bradyarrhythmia,atropine
Bradyarrhythmia,atropine
Mucopolysaccharidosis Type VII,vestronidase alfa
Small Bowel Bacterial Overgrowth,amoxicillin AND clavulanate
Small Bowel or Pancreatic Fistula,octreotide
Small Cell Lung Cancer,etoposide
Small Cell Lung Cancer,topotecan
Small Cell Lung Cancer,methotrexate
Small Cell Lung Cancer,nivolumab
Small Cell Lung Cancer,cyclophosphamide
Small Cell Lung Cancer,atezolizumab
Small Cell Lung Cancer,pembrolizumab
Small Fiber Neuropathy,gabapentin
Small Fiber Neuropathy,duloxetine
Small Fiber Neuropathy,pregabalin
Small Fiber Neuropathy,gabapentin
Small Fiber Neuropathy,duloxetine
Small Fiber Neuropathy,pregabalin
Small Bowel Bacterial Overgrowth,amoxicillin AND clavulanate
Small Intestine Intubation,metoclopramide
Smallpox,tecovirimat
Smallpox Prophylaxis,smallpox vaccine
Smallpox Prophylaxis,smallpox and monkeypox vaccine
Smallpox Vaccine Reaction,cidofovir
Severe Mood Dysregulation,risperidone
Severe Mood Dysregulation,citalopram
Severe Mood Dysregulation,methylphenidate
Dravet Syndrome,cannabidiol
Dravet Syndrome,stiripentol
Facial Wrinkles,tazarotene
Facial Wrinkles,onabotulinumtoxinA
Facial Wrinkles,abobotulinumtoxinA
Facial Wrinkles,azficel-t
Facial Wrinkles,incobotulinumtoxinA
Smoking Cessation,bupropion
Smoking Cessation,nicotine
Smoking Cessation,varenicline
Smoking Cessation,clonidine
Smoking Cessation,topiramate
Smoking Cessation,naltrexone
Smoking Cessation,nortriptyline
Vasospasm,papaverine
Social Anxiety Disorder,sertraline
Social Anxiety Disorder,paroxetine
Social Anxiety Disorder,venlafaxine
Social Anxiety Disorder,fluvoxamine
Social Anxiety Disorder,risperidone
Social Anxiety Disorder,atomoxetine
Social Anxiety Disorder,sertraline
Social Anxiety Disorder,paroxetine
Social Anxiety Disorder,venlafaxine
Social Anxiety Disorder,fluvoxamine
Social Anxiety Disorder,risperidone
Social Anxiety Disorder,atomoxetine
Skin or Soft Tissue Infection,cephalexin
Skin or Soft Tissue Infection,clindamycin
Skin or Soft Tissue Infection,doxycycline
Skin or Soft Tissue Infection,amoxicillin
Skin or Soft Tissue Infection,ciprofloxacin
Skin or Soft Tissue Infection,amoxicillin AND clavulanate
Skin or Soft Tissue Infection,minocycline
Skin or Soft Tissue Infection,azithromycin
Skin or Soft Tissue Infection,metronidazole
Skin or Soft Tissue Infection,clarithromycin
Skin or Soft Tissue Infection,dicloxacillin
Skin or Soft Tissue Infection,levofloxacin
Skin or Soft Tissue Infection,erythromycin
Skin or Soft Tissue Infection,cefdinir
Soft Tissue Sarcoma,pazopanib
Soft Tissue Sarcoma,doxorubicin
Soft Tissue Sarcoma,methotrexate
Soft Tissue Sarcoma,trabectedin
Soft Tissue Sarcoma,olaratumab
Solid Tumors,pembrolizumab
Solid Tumors,methotrexate
Solid Tumors,hydroxyurea
Solid Tumors,docetaxel
Solid Tumors,idarubicin
Solid Tumors,bevacizumab
Solid Tumors,larotrectinib
Solid Tumors,entrectinib
Somatoform Pain Disorder,amitriptyline
Somatoform Pain Disorder,venlafaxine
Somatoform Pain Disorder,sertraline
Somatoform Pain Disorder,escitalopram
Somatoform Pain Disorder,fluoxetine
Somatoform Pain Disorder,imipramine
Somatoform Pain Disorder,duloxetine
Somatoform Pain Disorder,milnacipran
Somatoform Pain Disorder,citalopram
Somatoform Pain Disorder,paroxetine
Somatoform Pain Disorder,fluvoxamine
Somatoform Pain Disorder,desvenlafaxine
Drowsiness ,caffeine
Drowsiness ,modafinil
Drowsiness ,dextroamphetamine
Drowsiness ,armodafinil
Sore Throat,phenol
Sore Throat,benzocaine
Sore Throat,benzocaine AND menthol
Sore Throat,menthol
Sore Throat,dyclonine
Sore Throat,benzocaine AND butamben AND tetracaine
Overactive Bladder,darifenacin
Overactive Bladder,onabotulinumtoxinA
Cervical Dystonia ,baclofen
Cervical Dystonia ,lorazepam
Cervical Dystonia ,onabotulinumtoxinA
Cervical Dystonia ,abobotulinumtoxinA
Cervical Dystonia ,rimabotulinumtoxinB
Cervical Dystonia ,incobotulinumtoxinA
Muscle Spasm ,cyclobenzaprine
Muscle Spasm ,tizanidine
Muscle Spasm ,baclofen
Muscle Spasm ,methocarbamol
Muscle Spasm ,diazepam
Muscle Spasm ,carisoprodol
Muscle Spasm ,metaxalone
Muscle Spasm ,chlorzoxazone
Muscle Spasm ,orphenadrine
Muscle Spasm ,aspirin AND caffeine AND orphenadrine
Muscle Spasm ,aspirin AND carisoprodol
Muscle Spasm ,aspirin AND carisoprodol AND codeine
Irritable Bowel Syndrome,dicyclomine
Irritable Bowel Syndrome,hyoscyamine
Irritable Bowel Syndrome,amitriptyline
Irritable Bowel Syndrome,chlordiazepoxide AND clidinium
